################################################################
# ThreatFox IOCs: recent ip-port - CSV format                  #
# Last updated: 2026-02-20 16:02:11 UTC                        #
#                                                              #
# Terms Of Use: https://threatfox.abuse.ch/faq/#tos            #
# For questions please contact threatfox [at] abuse.ch         #
################################################################
#
# "first_seen_utc","ioc_id","ioc_value","ioc_type","threat_type","fk_malware","malware_alias","malware_printable","last_seen_utc","confidence_level","is_compromised","reference","tags","anonymous","reporter"
"2026-02-19 04:59:58", "1750640", "137.184.61.113:8001", "ip:port", "botnet_cc", "elf.aisuru", "None", "Aisuru", "2026-02-20 17:14:08", "75", "False", "None", "AISURU", "0", "abuse_ch"
"2026-02-19 04:02:21", "1750635", "45.89.140.78:80", "ip:port", "botnet_cc", "win.empire_downloader", "None", "Empire Downloader", "", "100", "False", "https://search.censys.io/hosts/45.89.140.78", "AS48314,C2,censys,IP-PROJECTS,PowershellEmpire", "0", "DonPasci"
"2026-02-19 04:02:20", "1750634", "45.89.140.80:80", "ip:port", "botnet_cc", "win.empire_downloader", "None", "Empire Downloader", "", "100", "False", "https://search.censys.io/hosts/45.89.140.80", "AS48314,C2,censys,IP-PROJECTS,PowershellEmpire", "0", "DonPasci"
"2026-02-19 04:02:12", "1750633", "38.127.8.3:443", "ip:port", "botnet_cc", "win.adaptix_c2", "None", "AdaptixC2", "", "100", "False", "https://search.censys.io/hosts/38.127.8.3", "AdaptixC2,AS44259,C2,censys,ULTAHOST-AP-AS", "0", "DonPasci"
"2026-02-19 04:01:49", "1750632", "130.164.164.220:443", "ip:port", "botnet_cc", "win.netsupportmanager_rat", "NetSupport", "NetSupportManager RAT", "2026-02-20 16:43:47", "100", "False", "https://search.censys.io/hosts/130.164.164.220", "AS25019,C2,censys,Netsupport,RAT,SAUDINETSTC-AS", "0", "DonPasci"
"2026-02-19 04:01:45", "1750631", "3.81.3.110:443", "ip:port", "botnet_cc", "win.havoc", "Havokiz", "Havoc", "2026-02-20 16:47:14", "100", "False", "https://search.censys.io/hosts/3.81.3.110", "AMAZON-AES,AS14618,C2,censys,Havoc", "0", "DonPasci"
"2026-02-19 03:00:33", "1750623", "156.246.95.51:80", "ip:port", "botnet_cc", "elf.moobot", "None", "MooBot", "2026-02-20 05:47:54", "100", "False", "https://search.censys.io/hosts/156.246.95.51", "AS61112,C2,censys", "0", "dyingbreeds_"
"2026-02-19 03:00:15", "1750622", "165.232.45.1:7000", "ip:port", "botnet_cc", "win.asyncrat", "None", "AsyncRAT", "2026-02-20 16:44:53", "100", "False", "https://search.censys.io/hosts/165.232.45.1", "AS14061,C2,censys,RAT", "0", "dyingbreeds_"
"2026-02-19 00:02:55", "1750592", "78.12.9.38:59161", "ip:port", "botnet_cc", "win.meterpreter", "None", "Meterpreter", "", "100", "False", "https://search.censys.io/hosts/78.12.9.38", "AMAZON-02,AS16509,C2,censys,hacktool,MetaSploit,Meterpreter", "0", "DonPasci"
"2026-02-19 00:02:52", "1750591", "43.209.225.147:44819", "ip:port", "botnet_cc", "win.meterpreter", "None", "Meterpreter", "", "100", "False", "https://search.censys.io/hosts/43.209.225.147", "AMAZON-02,AS16509,C2,censys,hacktool,MetaSploit,Meterpreter", "0", "DonPasci"
"2026-02-19 00:02:50", "1750590", "54.89.163.179:179", "ip:port", "botnet_cc", "win.meterpreter", "None", "Meterpreter", "", "100", "False", "https://search.censys.io/hosts/54.89.163.179", "AMAZON-AES,AS14618,C2,censys,hacktool,MetaSploit,Meterpreter", "0", "DonPasci"
"2026-02-19 00:02:26", "1750589", "157.15.98.138:80", "ip:port", "botnet_cc", "elf.moobot", "None", "MooBot", "2026-02-19 03:00:35", "100", "False", "https://search.censys.io/hosts/157.15.98.138", "AS147224,C2,censys,moobot,WSNL-AS-IN", "0", "DonPasci"
"2026-02-18 23:01:20", "1750573", "185.230.138.56:60000", "ip:port", "botnet_cc", "unknown", "None", "Unknown malware", "2026-02-20 16:46:09", "100", "False", "https://search.censys.io/hosts/185.230.138.56", "AS51167,censys,CONTABO,Viper", "0", "dyingbreeds_"
"2026-02-18 23:01:03", "1750572", "185.105.116.182:7777", "ip:port", "botnet_cc", "win.dcrat", "DarkCrystal RAT", "DCRat", "2026-02-19 00:02:14", "100", "False", "https://search.censys.io/hosts/185.105.116.182", "AS209641,C2,censys,I-SERVERS-EAST,RAT", "0", "dyingbreeds_"
"2026-02-18 23:01:00", "1750571", "206.251.48.98:7777", "ip:port", "botnet_cc", "win.dcrat", "DarkCrystal RAT", "DCRat", "2026-02-19 00:02:11", "100", "False", "https://search.censys.io/hosts/206.251.48.98", "AS26383,C2,censys,RAT", "0", "dyingbreeds_"
"2026-02-18 23:00:36", "1750570", "167.71.81.242:443", "ip:port", "botnet_cc", "unknown", "None", "Unknown malware", "2026-02-19 00:01:58", "100", "False", "https://search.censys.io/hosts/167.71.81.242", "AS14061,C2,censys,Mythic", "0", "dyingbreeds_"
"2026-02-18 23:00:28", "1750569", "110.42.61.166:8888", "ip:port", "botnet_cc", "unknown", "None", "Unknown malware", "2026-02-19 00:01:49", "100", "False", "https://search.censys.io/hosts/110.42.61.166", "AS136188,C2,censys,Supershell", "0", "dyingbreeds_"
"2026-02-18 20:55:33", "1750545", "5.249.151.196:40056", "ip:port", "botnet_cc", "win.havoc", "Havokiz", "Havoc", "2026-02-20 16:47:56", "75", "False", "None", "drb-ra,Havoc", "0", "abuse_ch"
"2026-02-18 20:03:19", "1750536", "13.124.132.247:3000", "ip:port", "botnet_cc", "win.meterpreter", "None", "Meterpreter", "", "100", "False", "https://search.censys.io/hosts/13.124.132.247", "AMAZON-02,AS16509,C2,censys,hacktool,MetaSploit,Meterpreter", "0", "DonPasci"
"2026-02-18 20:03:16", "1750535", "16.63.0.161:4502", "ip:port", "botnet_cc", "win.meterpreter", "None", "Meterpreter", "", "100", "False", "https://search.censys.io/hosts/16.63.0.161", "AMAZON-02,AS16509,C2,censys,hacktool,MetaSploit,Meterpreter", "0", "DonPasci"
"2026-02-18 20:03:13", "1750534", "208.85.23.90:3790", "ip:port", "botnet_cc", "win.meterpreter", "None", "Meterpreter", "", "100", "False", "https://search.censys.io/hosts/208.85.23.90", "AS-VULTR,AS20473,C2,censys,hacktool,MetaSploit,Meterpreter", "0", "DonPasci"
"2026-02-18 20:03:05", "1750533", "72.60.141.53:4321", "ip:port", "botnet_cc", "win.adaptix_c2", "None", "AdaptixC2", "", "100", "False", "https://search.censys.io/hosts/72.60.141.53", "AdaptixC2,AS-HOSTINGER,AS47583,C2,censys", "0", "DonPasci"
"2026-02-18 20:02:40", "1750532", "45.88.186.116:9999", "ip:port", "botnet_cc", "win.dcrat", "DarkCrystal RAT", "DCRat", "2026-02-20 16:47:45", "100", "False", "https://search.censys.io/hosts/45.88.186.116", "028f45e8dd4f225cb46a7d8003745a3a7f55d3a0,AS210558,C2,censys,DcRAT,RAT", "0", "DonPasci"
"2026-02-18 20:02:29", "1750531", "52.90.185.134:443", "ip:port", "botnet_cc", "win.havoc", "Havokiz", "Havoc", "2026-02-20 16:48:01", "100", "False", "https://search.censys.io/hosts/52.90.185.134", "AMAZON-AES,AS14618,C2,censys,Havoc", "0", "DonPasci"
"2026-02-18 20:02:26", "1750530", "3.81.3.110:8443", "ip:port", "botnet_cc", "win.havoc", "Havokiz", "Havoc", "2026-02-20 16:47:14", "100", "False", "https://search.censys.io/hosts/3.81.3.110", "AMAZON-AES,AS14618,C2,censys,Havoc", "0", "DonPasci"
"2026-02-18 20:02:14", "1750529", "178.62.249.117:7443", "ip:port", "botnet_cc", "unknown", "None", "Unknown malware", "2026-02-20 16:45:44", "100", "False", "https://search.censys.io/hosts/178.62.249.117", "AS14061,C2,censys,DIGITALOCEAN-ASN,Mythic", "0", "DonPasci"
"2026-02-18 20:01:52", "1750528", "95.179.191.226:8000", "ip:port", "botnet_cc", "win.sliver", "None", "Sliver", "", "100", "False", "https://search.censys.io/hosts/95.179.191.226", "AS-VULTR,AS20473,C2,censys,open-dir,payload,Sliver", "0", "DonPasci"
"2026-02-18 20:01:42", "1750527", "51.118.64.13:80", "ip:port", "botnet_cc", "win.sliver", "None", "Sliver", "2026-02-20 16:47:57", "100", "False", "https://search.censys.io/hosts/51.118.64.13", "AMAZON-02,AS16509,C2,censys,Sliver", "0", "DonPasci"
"2026-02-18 19:53:41", "1750526", "125.72.124.131:4506", "ip:port", "botnet_cc", "win.deimos_c2", "None", "DeimosC2", "2026-02-20 16:43:42", "75", "False", "None", "Deimos,drb-ra", "0", "abuse_ch"
"2026-02-18 19:00:54", "1750512", "121.37.183.136:10001", "ip:port", "botnet_cc", "win.extreme_rat", "ExtRat", "Xtreme RAT", "", "100", "False", "https://search.censys.io/hosts/121.37.183.136", "AS55990,C2,censys,RAT", "0", "dyingbreeds_"
"2026-02-18 19:00:35", "1750511", "161.97.173.185:443", "ip:port", "botnet_cc", "win.havoc", "Havokiz", "Havoc", "2026-02-20 16:44:42", "100", "False", "https://search.censys.io/hosts/161.97.173.185", "AS51167,C2,censys,CONTABO", "0", "dyingbreeds_"
"2026-02-18 19:00:34", "1750510", "95.179.191.226:443", "ip:port", "botnet_cc", "win.havoc", "Havokiz", "Havoc", "2026-02-20 16:48:52", "100", "False", "https://search.censys.io/hosts/95.179.191.226", "AS20473,C2,censys", "0", "dyingbreeds_"
"2026-02-18 19:00:27", "1750509", "45.76.119.110:80", "ip:port", "botnet_cc", "unknown", "None", "Unknown malware", "2026-02-18 20:02:17", "100", "False", "https://search.censys.io/hosts/45.76.119.110", "AS20473,C2,censys,Mythic", "0", "dyingbreeds_"
"2026-02-18 19:00:23", "1750508", "50.114.179.25:8808", "ip:port", "botnet_cc", "win.asyncrat", "None", "AsyncRAT", "2026-02-20 16:47:56", "100", "False", "https://search.censys.io/hosts/50.114.179.25", "AS19318,C2,censys,RAT", "0", "dyingbreeds_"
"2026-02-18 19:00:19", "1750506", "138.91.32.183:443", "ip:port", "botnet_cc", "win.sliver", "None", "Sliver", "2026-02-20 16:43:52", "90", "False", "https://search.censys.io/hosts/138.91.32.183", "AS8075,C2,censys", "0", "dyingbreeds_"
"2026-02-18 19:00:12", "1750505", "70.39.206.183:443", "ip:port", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "2026-02-20 16:50:36", "100", "False", "https://search.censys.io/hosts/70.39.206.183", "AS979,C2,censys", "0", "dyingbreeds_"
"2026-02-18 19:00:10", "1750504", "50.114.206.215:443", "ip:port", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "2026-02-18 20:01:08", "100", "False", "https://search.censys.io/hosts/50.114.206.215", "AS62564,C2,censys", "0", "dyingbreeds_"
"2026-02-18 19:00:08", "1750503", "50.114.206.215:80", "ip:port", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "2026-02-18 20:01:05", "100", "False", "https://search.censys.io/hosts/50.114.206.215", "AS62564,C2,censys", "0", "dyingbreeds_"
# Number of entries: 228
